id,parti,Elected,How.long.have.you.had.a.position.in.your.current.party,Did.you.run.a.personal.campagn,In.which.country.were.you.born,Reinstate_InheritanceTax,Increase_TaxDeductionsPersonalHelp,ReimburseonlyInterestonMortgage_Possible,Remove_StateSupportConstructionRentHousing,Sweden_MulticulturalSociety,Sweden_LessRefugees,Ban_PublicCallstoPrayer,LowerSalary_Immigrants,GenderQuotas_Companies,ParentalLeaveEquallyDividedbyLaw,FinanceCulturePrivateActors,Dismantle_PublicJobAgency,SmallCompanies_FreedomtoFire,Lower_TaxonLabor,PoliceShouldFocusonExpulsionofIllegals,RemoveParoleforConvictedCriminals,Ban_Mendicity,Remove_TaxonFlights,Ban_MotorEnginesSalesby2025,Ban_UniqueUsePlast,Build_NuclearPowerPlants,Introduce_GoodBehaviorNoteatSchool,Ban_ReligiousSchools,StatesTakesoverSchool.fromMunicipalities.,Limit_PrivateSchoolsProfits,LowerCostLabor_DesertAreas,EaseConstruction_CoastalAreas,IncreaseRedistributionFromRichtoPoorMunicipalities,Sweden_joinNATO,Sweden_LeaveEU,StatesTakesoverHealthcarefromRegions,AdvancedMedecineonlyBigHospitals,IntroduceThirdSex,Which.of.these.areas.should.we.prioritize.in.the.budget...Max.3
287826,Liberalerna,,4-9 year(s),Ja,Sverige,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,In_Favor,Against,Against,In_Favor,In_Favor,Against,In_Favor,Against,Against,In_Favor,Against,In_Favor,Against,Against,In_Favor,Against,Försvar och säkerhet|Utbildning och forskning|Sjuka och personer med funktionsnedsättning
218985,Vänsterpartiet,x,10-20 year(s),Nej,Sverige,In_Favor,Against,Against,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,Against,Against,Against,Against,Against,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,Arbetsmarknadsåtgärder|Pensioner och stöd till äldre|Sjuka och personer med funktionsnedsättning
243442,Moderaterna,,4-9 year(s),Ja,Polen,Against,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,Against,No_Answer,No_Answer,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,No_Answer,In_Favor,Against,In_Favor,Against,No_Answer,In_Favor,No_Answer,Försvar och säkerhet|Migration och integration|Polis och rättsväsende
240707,Moderaterna,,10-20 year(s),Ja,Sverige,Against,In_Favor,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,In_Favor,In_Favor,No_Answer,Against,Against,In_Favor,In_Favor,No_Answer,In_Favor,Against,In_Favor,In_Favor,Against,Arbetsmarknadsåtgärder|Migration och integration|Polis och rättsväsende
46642,Centerpartiet,,Over 20 years,Nej,Sverige,Against,In_Favor,Against,In_Favor,In_Favor,Against,Against,In_Favor,Against,Against,No_Answer,In_Favor,In_Favor,In_Favor,Against,Against,Against,In_Favor,In_Favor,In_Favor,Against,Against,No_Answer,Against,Against,In_Favor,In_Favor,In_Favor,Against,Against,No_Answer,Against,In_Favor,Infrastruktur och kommunikationer|Migration och integration|Utbildning och forskning
19810,Miljöpartiet,,Over 20 years,Nej,Sverige,In_Favor,Against,Against,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,Against,Against,Against,Against,Against,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,Against,Against,Against,In_Favor,Barnbidrag och föräldraförsäkring|Pensioner och stöd till äldre|Sjuka och personer med funktionsnedsättning
382632,Miljöpartiet,x,10-20 year(s),Ja,Sverige,Against,In_Favor,Against,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,Against,In_Favor,Against,In_Favor,In_Favor,Against,Against,Against,Against,Against,In_Favor,No_Answer,Infrastruktur och kommunikationer|Pensioner och stöd till äldre|Utbildning och forskning
229114,Socialdemokraterna,,4-9 year(s),Nej,Sverige,Against,Against,Against,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,Against,Against,No_Answer,Against,Against,Against,In_Favor,No_Answer,Against,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,Against,Against,Against,In_Favor,Against,Pensioner och stöd till äldre|Utbildning och forskning|Sjuka och personer med funktionsnedsättning
361091,Vänsterpartiet,,4-9 year(s),Nej,Sverige,In_Favor,Against,Against,Against,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,Against,Against,Against,Against,Against,Against,Against,Against,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,Against,In_Favor,In_Favor,In_Favor,In_Favor,Arbetsmarknadsåtgärder|Pensioner och stöd till äldre|Sjuka och personer med funktionsnedsättning
35623,Centerpartiet,,1-3 year(s),Nej,Storbritannien,Against,In_Favor,Against,In_Favor,In_Favor,Against,Against,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,Against,Against,In_Favor,In_Favor,In_Favor,Against,Against,Against,In_Favor,In_Favor,Infrastruktur och kommunikationer|Polis och rättsväsende|Sjuka och personer med funktionsnedsättning
187465,Vänsterpartiet,,10-20 year(s),Nej,Sverige,In_Favor,Against,Against,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,Against,Against,Against,Against,Against,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,Against,In_Favor,In_Favor,In_Favor,In_Favor,Pensioner och stöd till äldre|Utbildning och forskning|Sjuka och personer med funktionsnedsättning
49155,Liberalerna,x,10-20 year(s),Ja,Sverige,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,Against,In_Favor,Against,Against,In_Favor,Against,Infrastruktur och kommunikationer|Polis och rättsväsende|Utbildning och forskning
175116,Centerpartiet,,4-9 year(s),Nej,Sverige,Against,In_Favor,Against,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,Against,In_Favor,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,Migration och integration|Polis och rättsväsende|Sjuka och personer med funktionsnedsättning
24572,Socialdemokraterna,,10-20 year(s),Ja,Sverige,In_Favor,Against,Against,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,Against,Against,Against,Against,Against,In_Favor,In_Favor,Against,Against,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,Against,Against,Against,In_Favor,No_Answer,Pensioner och stöd till äldre|Utbildning och forskning|Sjuka och personer med funktionsnedsättning
13316,Vänsterpartiet,,10-20 year(s),Nej,Sverige,In_Favor,Against,Against,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,Against,Against,Against,Against,Against,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,In_Favor,In_Favor,Arbetsmarknadsåtgärder|Infrastruktur och kommunikationer|Sjuka och personer med funktionsnedsättning
274440,Miljöpartiet,,4-9 year(s),Nej,Sverige,In_Favor,In_Favor,Against,Against,In_Favor,Against,No_Answer,Against,In_Favor,In_Favor,Against,In_Favor,Against,In_Favor,Against,In_Favor,Against,Against,In_Favor,In_Favor,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,Infrastruktur och kommunikationer|Pensioner och stöd till äldre|Sjuka och personer med funktionsnedsättning
200521,Socialdemokraterna,,10-20 year(s),Nej,Sverige,In_Favor,Against,Against,Against,In_Favor,Against,Against,Against,Against,In_Favor,Against,Against,Against,Against,Against,Against,Against,Against,Against,In_Favor,Against,Against,In_Favor,Against,In_Favor,Against,Against,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,Infrastruktur och kommunikationer|Utbildning och forskning
253917,Moderaterna,,4-9 year(s),Ja,Sverige.,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,Against,Against,Against,In_Favor,Against,In_Favor,Against,Against,Against,Against,Försvar och säkerhet|Polis och rättsväsende|Sänkta skatter
61340,Sverigedemokraterna,,1-3 year(s),Ja,Sverige,Against,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,Against,Against,Against,No_Answer,In_Favor,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,No_Answer,In_Favor,Against,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,Against,Försvar och säkerhet|Polis och rättsväsende|Sänkta skatter
282114,Vänsterpartiet,,10-20 year(s),Nej,Sverige,In_Favor,Against,Against,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,Against,Against,Against,Against,Against,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,Against,In_Favor,In_Favor,In_Favor,In_Favor,Infrastruktur och kommunikationer|Pensioner och stöd till äldre|Sjuka och personer med funktionsnedsättning
30297,Vänsterpartiet,,4-9 year(s),Nej,Sverige,In_Favor,Against,Against,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,Against,Against,Against,Against,Against,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,In_Favor,In_Favor,Arbetsmarknadsåtgärder|Barnbidrag och föräldraförsäkring|Migration och integration
57258,Moderaterna,,4-9 year(s),Nej,Sverige,Against,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,Against,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,Against,In_Favor,In_Favor,Against,Arbetsmarknadsåtgärder|Migration och integration|Utbildning och forskning
58725,Vänsterpartiet,,None,Nej,Sverige,In_Favor,Against,No_Answer,Against,In_Favor,Against,Against,Against,No_Answer,In_Favor,Against,Against,Against,Against,Against,No_Answer,Against,No_Answer,Against,No_Answer,No_Answer,Against,In_Favor,No_Answer,In_Favor,No_Answer,Against,In_Favor,Against,No_Answer,No_Answer,Against,No_Answer,Arbetsmarknadsåtgärder|Infrastruktur och kommunikationer|Sjuka och personer med funktionsnedsättning
162864,Kristdemokraterna,,1-3 year(s),Ja,Sverige,Against,In_Favor,In_Favor,In_Favor,Against,In_Favor,In_Favor,In_Favor,Against,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,Against,In_Favor,Against,Against,In_Favor,Against,In_Favor,Against,In_Favor,Against,Against,Försvar och säkerhet|Polis och rättsväsende|Sänkta skatter
340219,Vänsterpartiet,,4-9 year(s),Nej,Sverige,In_Favor,Against,Against,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,Against,Against,Against,Against,Against,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,In_Favor,No_Answer,In_Favor,In_Favor,Pensioner och stöd till äldre|Utbildning och forskning|Sjuka och personer med funktionsnedsättning
3198,Centerpartiet,,1-3 year(s),Ja,Sverige,Against,In_Favor,Against,In_Favor,In_Favor,Against,Against,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,Against,In_Favor,Against,In_Favor,Against,Against,Against,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,Försvar och säkerhet|Sjuka och personer med funktionsnedsättning|Sänkta skatter
42999,Moderaterna,,4-9 year(s),Ja,Sverige,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,In_Favor,Against,In_Favor,Against,In_Favor,Against,In_Favor,Against,Against,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,In_Favor,Infrastruktur och kommunikationer|Polis och rättsväsende|Sänkta skatter
60860,Liberalerna,,Over 20 years,Ja,Sverige,Against,In_Favor,Against,Against,In_Favor,Against,Against,In_Favor,Against,Against,Against,Against,Against,In_Favor,Against,Against,Against,Against,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,In_Favor,Against,In_Favor,In_Favor,Against,Against,In_Favor,Against,Försvar och säkerhet|Sjuka och personer med funktionsnedsättning|Sänkta skatter
58098,Moderaterna,,4-9 year(s),Nej,Sverige,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,No_Answer,Against,Against,In_Favor,In_Favor,Against,In_Favor,Against,Against,Against,Against,Infrastruktur och kommunikationer|Migration och integration|Polis och rättsväsende
31807,Kristdemokraterna,,1-3 year(s),Ja,Sverige,Against,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,Infrastruktur och kommunikationer|Försvar och säkerhet|Polis och rättsväsende
31800,Kristdemokraterna,,4-9 year(s),Ja,Sverige,Against,In_Favor,In_Favor,In_Favor,Against,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,Against,Infrastruktur och kommunikationer|Försvar och säkerhet|Polis och rättsväsende
26439,Moderaterna,,10-20 year(s),Nej,Sverige,Against,In_Favor,In_Favor,In_Favor,Against,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,Against,Against,In_Favor,Against,Against,In_Favor,Against,In_Favor,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,Against,Infrastruktur och kommunikationer|Polis och rättsväsende|Sänkta skatter
24879,Socialdemokraterna,,,,,In_Favor,Against,Against,Against,In_Favor,Against,No_Answer,Against,In_Favor,In_Favor,Against,Against,Against,Against,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,Against,No_Answer,In_Favor,Arbetsmarknadsåtgärder|Utbildning och forskning|Sjuka och personer med funktionsnedsättning
23839,Centerpartiet,x,4-9 year(s),Nej,Sverige,Against,In_Favor,Against,In_Favor,In_Favor,Against,Against,In_Favor,Against,Against,In_Favor,In_Favor,Against,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,In_Favor,Against,Against,In_Favor,In_Favor,Infrastruktur och kommunikationer|Utbildning och forskning
122963,Miljöpartiet,,10-20 year(s),Ja,Sverige,In_Favor,In_Favor,Against,Against,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,Against,In_Favor,In_Favor,Against,Against,In_Favor,Against,Against,In_Favor,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,Against,In_Favor,Against,No_Answer,Arbetsmarknadsåtgärder|Migration och integration|Utbildning och forskning
115806,Liberalerna,,4-9 year(s),Nej,Sverige,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,Against,In_Favor,Against,Against,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,Against,Försvar och säkerhet|Utbildning och forskning|Sänkta skatter
287824,Liberalerna,,None,Nej,Sverige,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,Against,In_Favor,Against,In_Favor,In_Favor,In_Favor,Against,No_Answer,Against,No_Answer,Against,No_Answer,In_Favor,In_Favor,Arbetsmarknadsåtgärder|Polis och rättsväsende|Utbildning och forskning
148323,Liberalerna,,4-9 year(s),Ja,Sverige,Against,In_Favor,Against,Against,In_Favor,Against,Against,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,In_Favor,In_Favor,Infrastruktur och kommunikationer|Polis och rättsväsende|Utbildning och forskning
109136,Miljöpartiet,,Less than a year,Nej,Finland,Against,Against,Against,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,In_Favor,Against,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Infrastruktur och kommunikationer|Migration och integration|Sjuka och personer med funktionsnedsättning
66797,Sverigedemokraterna,x,10-20 year(s),Nej,Sverige,Against,Against,Against,In_Favor,Against,In_Favor,In_Favor,Against,Against,Against,No_Answer,In_Favor,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,Against,In_Favor,No_Answer,Against,Against,Against,Against,In_Favor,In_Favor,No_Answer,Against,Migration och integration|Pensioner och stöd till äldre|Utbildning och forskning
20778,Miljöpartiet,,4-9 year(s),Nej,Sverige,In_Favor,Against,Against,Against,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,Against,Against,Against,Against,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,Against,Against,Against,In_Favor,Infrastruktur och kommunikationer|Migration och integration|Utbildning och forskning
8516,Centerpartiet,,Over 20 years,Ja,Sverige,Against,In_Favor,Against,In_Favor,In_Favor,Against,Against,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,Against,Infrastruktur och kommunikationer|Polis och rättsväsende|Sjuka och personer med funktionsnedsättning
28153,Liberalerna,,4-9 year(s),,Sverige,Against,No_Answer,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,No_Answer,In_Favor,Against,Against,Against,In_Favor,Infrastruktur och kommunikationer|Polis och rättsväsende|Utbildning och forskning
66239,Miljöpartiet,,10-20 year(s),Nej,Sverige,In_Favor,Against,Against,,In_Favor,Against,Against,Against,Against,Against,Against,In_Favor,Against,In_Favor,Against,Against,Against,Against,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,Against,In_Favor,In_Favor,Against,Arbetsmarknadsåtgärder|Infrastruktur och kommunikationer|Utbildning och forskning
122948,Miljöpartiet,,10-20 year(s),Nej,Sverige,In_Favor,Against,Against,Against,In_Favor,Against,Against,Against,In_Favor,No_Answer,Against,No_Answer,Against,In_Favor,Against,Against,Against,Against,In_Favor,In_Favor,No_Answer,Against,In_Favor,Against,In_Favor,In_Favor,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Infrastruktur och kommunikationer|Polis och rättsväsende|Sjuka och personer med funktionsnedsättning
127345,Vänsterpartiet,x,10-20 year(s),Nej,Sverige,In_Favor,Against,Against,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,In_Favor,Against,Against,Against,Against,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,Infrastruktur och kommunikationer|Utbildning och forskning|Sjuka och personer med funktionsnedsättning
248796,Kristdemokraterna,,Over 20 years,Ja,Sverige,Against,In_Favor,Against,Against,In_Favor,Against,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,Against,In_Favor,In_Favor,In_Favor,Against,In_Favor,In_Favor,Against,Against,Against,Against,Against,Against,In_Favor,In_Favor,No_Answer,In_Favor,Against,In_Favor,In_Favor,Against,Infrastruktur och kommunikationer|Pensioner och stöd till äldre|Sjuka och personer med funktionsnedsättning
274617,Kristdemokraterna,,4-9 year(s),Nej,Sverige,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,In_Favor,Against,In_Favor,Against,Against,Against,Against,Against,In_Favor,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,Against,Infrastruktur och kommunikationer|Utbildning och forskning|Sjuka och personer med funktionsnedsättning
243429,Moderaterna,,1-3 year(s),Nej,Sverige,Against,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,Against,In_Favor,Against,In_Favor,Against,Against,In_Favor,Against,Migration och integration|Polis och rättsväsende|Sjuka och personer med funktionsnedsättning
70616,Socialdemokraterna,x,10-20 year(s),Ja,Iran,Against,Against,Against,Against,In_Favor,Against,No_Answer,Against,In_Favor,In_Favor,Against,Against,Against,Against,Against,No_Answer,Against,Against,In_Favor,Against,No_Answer,Against,In_Favor,Against,In_Favor,Against,No_Answer,In_Favor,Against,Against,Against,In_Favor,In_Favor,Arbetsmarknadsåtgärder|Infrastruktur och kommunikationer|Utbildning och forskning
28157,Socialdemokraterna,,4-9 year(s),Nej,Sverige,In_Favor,Against,Against,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,Against,Against,Against,Against,Against,Against,In_Favor,Against,Against,In_Favor,Against,In_Favor,Against,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Pensioner och stöd till äldre|Utbildning och forskning|Sjuka och personer med funktionsnedsättning
139662,Socialdemokraterna,,4-9 year(s),Nej,Sverige,In_Favor,Against,In_Favor,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,No_Answer,Against,No_Answer,Against,No_Answer,Against,No_Answer,No_Answer,No_Answer,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,Against,No_Answer,Against,In_Favor,Arbetsmarknadsåtgärder|Barnbidrag och föräldraförsäkring|Utbildning och forskning
35963,Socialdemokraterna,,Over 20 years,Nej,Sverige,Against,Against,Against,Against,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,Against,Against,Against,Against,In_Favor,Against,No_Answer,Against,Against,In_Favor,Against,Against,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,Against,Against,Against,In_Favor,In_Favor,Arbetsmarknadsåtgärder|Pensioner och stöd till äldre|Utbildning och forskning
167902,Sverigedemokraterna,,4-9 year(s),Ja,Sverige,Against,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,Against,Against,Against,In_Favor,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,Against,Polis och rättsväsende|Utbildning och forskning|Sjuka och personer med funktionsnedsättning
30011,Vänsterpartiet,,1-3 year(s),Nej,Sverige,In_Favor,Against,Against,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,In_Favor,Against,Against,Against,Against,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,Pensioner och stöd till äldre|Utbildning och forskning|Sjuka och personer med funktionsnedsättning
71561,Vänsterpartiet,,4-9 year(s),Nej,Sverige,In_Favor,Against,Against,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,Against,No_Answer,No_Answer,Against,No_Answer,Against,Against,In_Favor,In_Favor,Against,Against,No_Answer,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,No_Answer,In_Favor,Infrastruktur och kommunikationer|Pensioner och stöd till äldre|Utbildning och forskning
414483,Miljöpartiet,,4-9 year(s),Nej,Sverige,In_Favor,Against,Against,Against,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,Against,Against,Against,Against,Against,Against,Against,Against,In_Favor,In_Favor,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,Against,In_Favor,In_Favor,No_Answer,Barnbidrag och föräldraförsäkring|Infrastruktur och kommunikationer|Sjuka och personer med funktionsnedsättning
22204,Socialdemokraterna,,Over 20 years,Nej,Sverige,Against,Against,Against,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,Against,In_Favor,Against,Against,Against,Against,In_Favor,Against,Against,Against,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,In_Favor,In_Favor,Migration och integration|Pensioner och stöd till äldre|Sjuka och personer med funktionsnedsättning
294482,Vänsterpartiet,,Over 20 years,Nej,,In_Favor,Against,Against,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,Against,Against,Against,Against,Against,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,Pensioner och stöd till äldre|Utbildning och forskning|Sjuka och personer med funktionsnedsättning
37596,Centerpartiet,,1-3 year(s),Ja,Sverige,Against,In_Favor,Against,In_Favor,In_Favor,Against,Against,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,No_Answer,Against,In_Favor,Against,In_Favor,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,Försvar och säkerhet|Polis och rättsväsende|Sänkta skatter
36656,Centerpartiet,,4-9 year(s),Nej,Sverige,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,No_Answer,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,Against,In_Favor,In_Favor,In_Favor,Against,Against,Against,Against,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,Försvar och säkerhet|Polis och rättsväsende|Sänkta skatter
