resID,choID,atmilitary1,atreligion1,ated1,atprof1,atrace1,atmale1,atage1,atinc1,rating1,selected1,atmilitary2,atreligion2,ated2,atprof2,atrace2,atmale2,atage2,atinc2,rating2,selected2
A1XZ6RRBC7TTIN,632,Served,Catholic,Community college,High school teacher,Hispanic,Female,60,5100,3,0,Served,Evangelical protestant,Small college,Lawyer,Native American,Female,75,92,5,1
A1Z2HVIZ3KDVFI,1510,Did Not Serve,Mainline protestant,Community college,High school teacher,Asian American,Female,36,92,4,0,Served,Mormon,Small college,Farmer,Asian American,Male,60,5100,5,1
A1Z2HVIZ3KDVFI,1511,Did Not Serve,None,No BA,Doctor,White,Female,75,5100,3,1,Served,Evangelical protestant,State university,Lawyer,Asian American,Female,45,210,2,0
A1Z2HVIZ3KDVFI,1512,Did Not Serve,Mormon,Ivy League university,Farmer,Hispanic,Male,36,54,2,0,Served,Mormon,Small college,Business owner,Asian American,Female,68,32,4,1
A1Z2HVIZ3KDVFI,1513,Did Not Serve,Evangelical protestant,Community college,Business owner,Hispanic,Male,60,92,2,0,Served,Jewish,No BA,Farmer,Black,Male,75,65,4,1
A1Z2HVIZ3KDVFI,1514,Did Not Serve,Jewish,Baptist college,Lawyer,Native American,Female,60,92,4,0,Served,None,Ivy League university,High school teacher,Black,Male,68,92,6,1
A1Z2HVIZ3KDVFI,1515,Served,Evangelical protestant,Small college,Car dealer,White,Male,36,210,6,1,Did Not Serve,Evangelical protestant,Small college,Farmer,Hispanic,Male,68,92,3,0
A1ZF2VHMWQFQHP,238,Served,Catholic,State university,Car dealer,Hispanic,Female,52,5100,6,1,Did Not Serve,Mainline protestant,Small college,Doctor,Hispanic,Male,75,65,4,0
A1ZF2VHMWQFQHP,239,Did Not Serve,None,Community college,Doctor,Black,Male,36,32,6,1,Did Not Serve,Evangelical protestant,No BA,Business owner,White,Male,36,5100,3,0
A1ZF2VHMWQFQHP,240,Did Not Serve,Jewish,State university,Business owner,Asian American,Male,36,32,6,1,Served,Catholic,State university,Farmer,Asian American,Male,52,32,3,0
A1ZF2VHMWQFQHP,241,Did Not Serve,Mainline protestant,No BA,Farmer,Asian American,Female,52,210,3,0,Served,Jewish,Small college,Lawyer,Native American,Female,52,54,6,1
A1ZF2VHMWQFQHP,242,Did Not Serve,Evangelical protestant,Community college,Car dealer,Black,Female,36,5100,3,0,Did Not Serve,Mainline protestant,Ivy League university,Car dealer,Black,Male,36,54,6,1
A20I1AYUXQ9EGS,1537,Served,Evangelical protestant,Small college,Doctor,Caucasian,Male,68,54,2,0,Served,Evangelical protestant,Baptist college,Farmer,Native American,Female,68,5100,5,1
A20I1AYUXQ9EGS,1538,Served,Catholic,Small college,Doctor,Caucasian,Female,52,92,7,1,Did Not Serve,Jewish,Community college,Business owner,Asian American,Male,68,210,3,0
A20I1AYUXQ9EGS,1539,Did Not Serve,Jewish,Community college,High school teacher,Black,Female,68,32,6,0,Served,Mormon,State university,Farmer,Caucasian,Female,45,5100,2,1
A20I1AYUXQ9EGS,1540,Served,Catholic,No BA,Business owner,White,Female,52,54,4,1,Served,Catholic,No BA,High school teacher,Hispanic,Male,75,32,4,0
A20I1AYUXQ9EGS,1541,Served,Catholic,No BA,High school teacher,Hispanic,Male,60,54,5,0,Did Not Serve,Jewish,Community college,Lawyer,Black,Male,36,65,2,1
A20I1AYUXQ9EGS,1542,Did Not Serve,Mormon,Small college,Business owner,Caucasian,Male,36,92,5,1,Did Not Serve,Jewish,Baptist college,Farmer,Caucasian,Male,60,54,2,0
A20NO5ZEPKV15P,966,Did Not Serve,Catholic,Ivy League university,High school teacher,White,Male,60,32,4,1,Served,Catholic,Small college,Car dealer,Hispanic,Female,45,210,3,0
A20NO5ZEPKV15P,967,Served,Jewish,Small college,Business owner,Native American,Female,52,54,6,1,Did Not Serve,Mainline protestant,Baptist college,Lawyer,White,Female,60,92,3,0
A20NO5ZEPKV15P,968,Served,Catholic,Small college,Farmer,Caucasian,Male,75,65,6,1,Served,None,No BA,Doctor,White,Male,36,210,3,0
A20NO5ZEPKV15P,969,Did Not Serve,Mormon,No BA,Lawyer,Caucasian,Male,52,54,1,1,Served,None,No BA,Car dealer,Black,Male,52,5100,1,0
A20NO5ZEPKV15P,970,Did Not Serve,Jewish,No BA,Farmer,White,Female,45,5100,5,0,Did Not Serve,None,Baptist college,Farmer,Native American,Male,68,65,1,1
A20NO5ZEPKV15P,971,Served,Mormon,Community college,High school teacher,Asian American,Male,45,210,5,0,Served,Mainline protestant,Baptist college,High school teacher,Black,Female,60,65,4,1
A211R551BQKQB7,273,Did Not Serve,None,No BA,Lawyer,Asian American,Female,75,210,5,1,Served,Mainline protestant,State university,Car dealer,White,Female,52,210,2,0
A211R551BQKQB7,274,Served,Jewish,Community college,Car dealer,Hispanic,Male,36,210,6,1,Did Not Serve,Evangelical protestant,State university,Car dealer,Caucasian,Male,45,54,2,0
A211R551BQKQB7,275,Did Not Serve,None,Baptist college,Lawyer,Hispanic,Male,75,92,4,0,Served,Catholic,No BA,Farmer,Hispanic,Male,60,210,1,1
A211R551BQKQB7,276,Did Not Serve,None,Ivy League university,High school teacher,Caucasian,Female,45,210,5,0,Served,Mainline protestant,State university,Business owner,Black,Female,36,210,6,1
A211R551BQKQB7,277,Served,Jewish,Baptist college,Lawyer,White,Female,52,92,1,1,Did Not Serve,Mormon,No BA,Business owner,Hispanic,Male,75,65,1,0
A21L4VV5ZXJZTQ,1163,Served,Catholic,Small college,Car dealer,Hispanic,Male,60,5100,4,0,Did Not Serve,Mormon,Baptist college,Lawyer,White,Female,68,5100,4,1
A21L4VV5ZXJZTQ,1164,Did Not Serve,Catholic,Community college,Business owner,Black,Female,45,92,4,1,Served,Mainline protestant,Baptist college,High school teacher,Caucasian,Female,68,65,4,0
A21L4VV5ZXJZTQ,1165,Did Not Serve,Mainline protestant,Community college,Car dealer,Caucasian,Female,52,92,4,0,Served,Catholic,No BA,Farmer,Caucasian,Male,52,54,4,1
A21L4VV5ZXJZTQ,1166,Served,Evangelical protestant,No BA,Car dealer,Asian American,Male,60,54,4,0,Served,Jewish,Community college,High school teacher,Hispanic,Female,45,65,4,1
A21L4VV5ZXJZTQ,1167,Did Not Serve,Mormon,Ivy League university,High school teacher,Black,Female,52,92,4,1,Did Not Serve,Evangelical protestant,State university,Doctor,Hispanic,Female,60,65,4,0
A21L4VV5ZXJZTQ,1168,Served,Catholic,Small college,Business owner,Asian American,Female,68,5100,4,0,Served,Catholic,Ivy League university,Farmer,Black,Female,36,54,4,1
A21RIEHB3D57IS,895,Did Not Serve,Jewish,Ivy League university,Farmer,Native American,Female,45,65,5,1,Served,Mainline protestant,Small college,Business owner,Native American,Male,75,32,5,0
A21RIEHB3D57IS,896,Served,Mormon,State university,Lawyer,White,Male,68,54,5,1,Served,Jewish,Baptist college,Car dealer,Asian American,Female,52,65,5,0
A21RIEHB3D57IS,897,Served,Mormon,Ivy League university,Doctor,Native American,Female,60,210,5,1,Did Not Serve,Catholic,State university,Car dealer,White,Male,36,65,4,0
A21RIEHB3D57IS,898,Served,Mainline protestant,Ivy League university,Business owner,Caucasian,Female,75,32,5,1,Did Not Serve,Mormon,State university,Doctor,Native American,Male,68,54,5,0
A21RIEHB3D57IS,899,Served,Jewish,Community college,High school teacher,White,Male,52,65,4,0,Served,Mainline protestant,State university,Car dealer,Native American,Female,45,5100,4,1
A21RIEHB3D57IS,900,Did Not Serve,None,Ivy League university,Farmer,Black,Male,36,5100,5,1,Served,Mainline protestant,State university,Car dealer,Caucasian,Female,68,5100,5,0
A221KHEW7F4A0K,159,Served,Jewish,State university,High school teacher,Black,Female,36,65,4,0,Served,Mainline protestant,Community college,High school teacher,Black,Female,45,5100,4,1
A221KHEW7F4A0K,160,Did Not Serve,Mormon,Small college,Doctor,Native American,Female,68,32,4,0,Did Not Serve,Catholic,Community college,Business owner,White,Male,52,54,5,1
A221KHEW7F4A0K,161,Did Not Serve,Mormon,Baptist college,High school teacher,White,Male,52,65,5,0,Did Not Serve,Catholic,Community college,Doctor,Asian American,Female,68,65,6,1
A221KHEW7F4A0K,162,Did Not Serve,Evangelical protestant,State university,Doctor,Caucasian,Female,36,5100,4,0,Served,Jewish,Baptist college,Lawyer,Caucasian,Male,68,5100,6,1
A221KHEW7F4A0K,163,Did Not Serve,Jewish,Baptist college,Business owner,Black,Male,68,5100,6,1,Served,None,Baptist college,Car dealer,White,Male,52,210,5,0
A223GR43FZHOG5,224,Did Not Serve,Mormon,No BA,Business owner,White,Female,52,32,3,0,Did Not Serve,Evangelical protestant,Ivy League university,Farmer,Caucasian,Male,45,92,6,1
A223GR43FZHOG5,225,Served,Jewish,Ivy League university,Car dealer,Hispanic,Male,45,5100,6,1,Did Not Serve,Mainline protestant,Community college,Farmer,White,Female,68,210,5,0
A223GR43FZHOG5,226,Did Not Serve,Evangelical protestant,Community college,Lawyer,Asian American,Female,52,65,4,1,Did Not Serve,Jewish,Baptist college,Lawyer,Caucasian,Male,36,92,4,0
A223GR43FZHOG5,227,Served,Catholic,State university,High school teacher,Caucasian,Male,45,32,5,0,Served,Mainline protestant,Community college,Lawyer,Asian American,Female,60,5100,4,1
A223GR43FZHOG5,228,Served,Jewish,Small college,Lawyer,Hispanic,Female,68,5100,5,0,Served,Catholic,Ivy League university,Business owner,Native American,Male,60,32,2,1
A22R5V0BJA9GEJ,288,Served,None,Baptist college,Doctor,Hispanic,Male,52,210,5,1,Served,Mainline protestant,Community college,Lawyer,Caucasian,Male,45,5100,3,0
A22R5V0BJA9GEJ,289,Served,Catholic,Baptist college,Car dealer,Caucasian,Female,75,210,2,0,Did Not Serve,Mainline protestant,State university,Farmer,Native American,Male,68,5100,5,1
A22R5V0BJA9GEJ,290,Did Not Serve,None,No BA,Business owner,Caucasian,Male,45,210,6,0,Did Not Serve,Mainline protestant,Ivy League university,High school teacher,Native American,Female,52,92,5,1
A22R5V0BJA9GEJ,291,Served,Mormon,State university,Business owner,White,Female,52,210,5,1,Served,Jewish,Baptist college,Doctor,Asian American,Male,75,5100,3,0
A22R5V0BJA9GEJ,292,Served,Mormon,Ivy League university,High school teacher,Hispanic,Female,45,5100,5,1,Did Not Serve,Mainline protestant,Ivy League university,Car dealer,Hispanic,Female,36,65,2,0
A23GYJGZ1PC8NA,615,Served,Mainline protestant,Small college,Doctor,Asian American,Male,75,5100,5,1,Served,Catholic,Baptist college,Doctor,Asian American,Male,68,65,4,0
A23GYJGZ1PC8NA,616,Did Not Serve,Evangelical protestant,No BA,Car dealer,White,Male,75,210,2,0,Did Not Serve,None,Small college,High school teacher,Caucasian,Female,36,5100,7,1
A23GYJGZ1PC8NA,617,Served,Catholic,No BA,Farmer,Black,Male,60,210,2,0,Did Not Serve,Catholic,No BA,Car dealer,Black,Male,68,5100,5,1
A23GYJGZ1PC8NA,618,Did Not Serve,Mainline protestant,Baptist college,Business owner,White,Female,68,5100,4,0,Did Not Serve,Evangelical protestant,Baptist college,Lawyer,Black,Male,52,210,4,1
A23GYJGZ1PC8NA,619,Did Not Serve,Mainline protestant,No BA,Doctor,Native American,Female,68,210,3,0,Served,Catholic,Ivy League university,Doctor,Asian American,Male,45,5100,7,1
A23GYJGZ1PC8NA,620,Did Not Serve,Evangelical protestant,Ivy League university,Lawyer,Asian American,Female,60,32,5,1,Served,None,Baptist college,Car dealer,Native American,Female,45,54,4,0
A244FD5LUCZVSY,1351,Did Not Serve,None,Ivy League university,Lawyer,Hispanic,Male,75,65,7,1,Did Not Serve,Jewish,Community college,High school teacher,Hispanic,Male,52,54,5,0
A244FD5LUCZVSY,1352,Served,Jewish,Baptist college,Doctor,White,Male,36,65,7,1,Served,Catholic,Small college,Business owner,Hispanic,Female,68,210,6,0
A244FD5LUCZVSY,1353,Served,Evangelical protestant,No BA,Car dealer,Native American,Female,68,5100,7,0,Served,Catholic,Ivy League university,High school teacher,Asian American,Female,36,65,6,1
A244FD5LUCZVSY,1354,Did Not Serve,Jewish,Small college,Farmer,Asian American,Female,52,32,7,0,Did Not Serve,None,Baptist college,Business owner,Asian American,Male,45,32,7,1
A244FD5LUCZVSY,1355,Did Not Serve,Jewish,Baptist college,Doctor,Black,Male,52,65,7,0,Served,Mormon,Community college,Lawyer,Black,Female,68,5100,7,1
A244FD5LUCZVSY,1356,Did Not Serve,Evangelical protestant,Community college,Lawyer,Hispanic,Female,60,92,7,1,Served,Evangelical protestant,Small college,Business owner,Black,Female,52,32,7,0
A245V7JJGXP59O,1573,Served,Mainline protestant,Baptist college,Farmer,Native American,Female,68,32,4,0,Did Not Serve,None,Community college,Lawyer,Caucasian,Female,45,65,4,1
A245V7JJGXP59O,1574,Served,Catholic,No BA,Car dealer,Asian American,Female,75,210,4,1,Served,Catholic,Ivy League university,Car dealer,Black,Male,45,32,4,0
A245V7JJGXP59O,1575,Did Not Serve,Mainline protestant,Small college,Farmer,Native American,Female,52,92,4,0,Served,Jewish,No BA,Farmer,Caucasian,Female,52,210,4,1
A245V7JJGXP59O,1576,Did Not Serve,Mormon,No BA,Car dealer,Asian American,Male,68,65,4,0,Did Not Serve,None,Community college,Doctor,Caucasian,Male,45,210,4,1
A245V7JJGXP59O,1577,Did Not Serve,None,Small college,Lawyer,Caucasian,Male,36,92,4,0,Served,Evangelical protestant,Community college,High school teacher,Caucasian,Female,36,5100,4,1
A245V7JJGXP59O,1578,Did Not Serve,Mormon,Ivy League university,Doctor,Asian American,Female,52,54,4,0,Served,Catholic,Small college,High school teacher,Hispanic,Female,52,5100,4,1
A247LJDZOGXJK6,1710,Did Not Serve,Mormon,Baptist college,Doctor,Black,Male,52,65,5,1,Did Not Serve,Catholic,Small college,Business owner,White,Female,60,92,3,0
A247LJDZOGXJK6,1711,Did Not Serve,None,State university,Doctor,Asian American,Female,68,92,6,0,Served,Mainline protestant,No BA,Lawyer,White,Female,52,65,2,1
A247LJDZOGXJK6,1712,Served,Mainline protestant,No BA,High school teacher,White,Female,68,210,5,0,Served,Evangelical protestant,State university,Business owner,Black,Female,45,210,3,1
A247LJDZOGXJK6,1713,Served,Catholic,No BA,Business owner,Native American,Female,60,65,5,1,Served,Mainline protestant,Community college,Farmer,Caucasian,Male,60,32,3,0
A247LJDZOGXJK6,1714,Served,None,Ivy League university,High school teacher,Black,Female,75,210,6,1,Did Not Serve,Mainline protestant,No BA,Business owner,Native American,Female,45,65,4,0
A247LJDZOGXJK6,1715,Did Not Serve,Mainline protestant,No BA,Car dealer,Native American,Male,60,32,4,0,Served,Mormon,Ivy League university,Business owner,Caucasian,Female,75,92,6,1
A24A9V0H5TDKSR,521,Did Not Serve,Mainline protestant,State university,High school teacher,White,Female,52,32,6,1,Did Not Serve,Catholic,Small college,Doctor,White,Female,52,54,5,0
A24A9V0H5TDKSR,522,Served,Evangelical protestant,Baptist college,Car dealer,Caucasian,Female,75,210,3,0,Served,Catholic,Small college,Farmer,White,Male,36,210,5,1
A24A9V0H5TDKSR,523,Did Not Serve,None,Community college,Car dealer,Hispanic,Male,52,32,3,0,Did Not Serve,Jewish,Baptist college,Business owner,Hispanic,Male,75,210,4,1
A24A9V0H5TDKSR,524,Served,Mainline protestant,State university,Car dealer,Caucasian,Male,45,65,4,0,Served,Evangelical protestant,No BA,Lawyer,Caucasian,Male,36,54,5,1
A24A9V0H5TDKSR,525,Served,Mormon,Baptist college,High school teacher,Asian American,Male,60,32,4,0,Did Not Serve,None,Ivy League university,High school teacher,Asian American,Female,36,92,6,1
A24EAYGSHOXEGP,1597,Did Not Serve,None,Ivy League university,Farmer,Black,Female,68,210,4,1,Served,None,Ivy League university,Car dealer,Black,Female,75,210,3,0
A24EAYGSHOXEGP,1598,Did Not Serve,Mainline protestant,Baptist college,Lawyer,Native American,Female,60,5100,4,0,Served,Mormon,Baptist college,Doctor,Black,Female,52,92,5,1
A24EAYGSHOXEGP,1599,Did Not Serve,None,No BA,Lawyer,Asian American,Male,75,65,3,0,Served,Catholic,Ivy League university,High school teacher,Asian American,Female,60,92,6,1
A24EAYGSHOXEGP,1600,Served,Mormon,State university,Doctor,White,Female,68,210,5,0,Did Not Serve,None,Ivy League university,High school teacher,Hispanic,Female,52,5100,6,1
A24EAYGSHOXEGP,1601,Served,Mormon,Baptist college,Business owner,Native American,Male,52,32,5,1,Did Not Serve,Evangelical protestant,Baptist college,Lawyer,Native American,Female,75,65,,0
A24EAYGSHOXEGP,1602,Did Not Serve,Jewish,Small college,Farmer,Black,Male,75,5100,4,0,Served,Evangelical protestant,State university,Business owner,Hispanic,Female,68,32,6,1
A24FSDHQHGV30M,1644,Served,Mainline protestant,Baptist college,High school teacher,Asian American,Female,60,92,5,1,Served,Mormon,Small college,Lawyer,Black,Male,75,32,4,0
A24FSDHQHGV30M,1645,Did Not Serve,None,Small college,Doctor,Hispanic,Male,75,92,4,0,Did Not Serve,Catholic,State university,Car dealer,Native American,Male,68,32,4,1
A24FSDHQHGV30M,1646,Did Not Serve,None,No BA,Farmer,White,Male,68,5100,5,1,Served,Mainline protestant,Small college,Farmer,Black,Male,52,210,4,0
A24FSDHQHGV30M,1647,Did Not Serve,Jewish,State university,High school teacher,Black,Male,60,92,4,0,Did Not Serve,Jewish,State university,Doctor,Asian American,Female,45,92,5,1
A24FSDHQHGV30M,1648,Did Not Serve,Mainline protestant,Ivy League university,Farmer,Hispanic,Female,36,5100,6,1,Served,None,No BA,High school teacher,Asian American,Male,52,92,5,0
A24FSDHQHGV30M,1649,Served,Evangelical protestant,State university,Lawyer,White,Male,52,5100,2,0,Served,None,Ivy League university,Doctor,Native American,Female,60,32,5,1
A24H2HWD1XIN3A,1404,Served,Evangelical protestant,State university,Lawyer,White,Female,36,54,3,0,Did Not Serve,Jewish,State university,Lawyer,Asian American,Female,36,32,6,1
A24H2HWD1XIN3A,1405,Did Not Serve,None,Ivy League university,Farmer,Caucasian,Male,36,210,5,1,Served,Catholic,Small college,Car dealer,White,Female,52,210,4,0
A24H2HWD1XIN3A,1406,Served,Evangelical protestant,No BA,Farmer,Black,Male,36,65,2,0,Did Not Serve,Catholic,Small college,Lawyer,Caucasian,Male,36,32,6,1
A24H2HWD1XIN3A,1407,Served,None,State university,Lawyer,Hispanic,Male,60,54,6,1,Did Not Serve,Mormon,Community college,Lawyer,Black,Male,60,65,3,0
A24H2HWD1XIN3A,1408,Did Not Serve,Mainline protestant,State university,Lawyer,Asian American,Male,68,5100,2,0,Served,None,Ivy League university,Car dealer,Black,Male,68,92,6,1
A24H2HWD1XIN3A,1409,Served,None,Community college,Farmer,White,Male,60,210,5,1,Did Not Serve,Mainline protestant,Baptist college,Doctor,Asian American,Male,68,210,3,0
A24M0AA1A4IXFV,1002,Served,Evangelical protestant,Small college,Doctor,Black,Male,52,92,5,1,Served,None,Small college,Car dealer,Caucasian,Female,36,5100,3,0
A24M0AA1A4IXFV,1003,Did Not Serve,Mainline protestant,No BA,High school teacher,Native American,Female,75,210,2,0,Served,Mainline protestant,Baptist college,Lawyer,Black,Female,52,5100,5,1
A24M0AA1A4IXFV,1004,Did Not Serve,Catholic,Ivy League university,Doctor,Black,Male,52,65,6,1,Served,Mormon,No BA,Lawyer,Black,Male,68,210,2,0
A24M0AA1A4IXFV,1005,Did Not Serve,Mainline protestant,Ivy League university,Doctor,Native American,Female,60,92,2,0,Served,None,Ivy League university,Farmer,Caucasian,Male,36,32,6,1
A24M0AA1A4IXFV,1006,Did Not Serve,Evangelical protestant,Ivy League university,Lawyer,White,Female,60,210,2,0,Served,Jewish,Ivy League university,Farmer,Caucasian,Female,60,32,6,1
A24M0AA1A4IXFV,1007,Did Not Serve,Catholic,State university,Car dealer,Native American,Female,75,65,2,0,Served,Mainline protestant,Ivy League university,Farmer,White,Female,75,210,6,1
A24U1CVP9MPV24,538,Did Not Serve,Catholic,State university,Farmer,White,Female,52,5100,3,0,Served,Jewish,Ivy League university,High school teacher,Native American,Female,75,54,4,1
A24U1CVP9MPV24,539,Served,Mormon,No BA,High school teacher,Caucasian,Male,45,92,3,1,Did Not Serve,None,State university,Farmer,Black,Female,52,5100,2,0
A24U1CVP9MPV24,540,Served,Catholic,Small college,Lawyer,Asian American,Male,45,65,4,1,Served,None,Ivy League university,Farmer,Native American,Female,45,92,3,0
A24U1CVP9MPV24,541,Served,Evangelical protestant,Small college,Car dealer,Native American,Male,75,65,5,1,Served,None,Small college,Doctor,Black,Male,52,54,4,0
A24U1CVP9MPV24,542,Served,Mainline protestant,Community college,Car dealer,Native American,Female,68,32,3,1,Did Not Serve,Catholic,Small college,Car dealer,Hispanic,Female,36,65,2,0
A24U1CVP9MPV24,543,Did Not Serve,Mormon,Ivy League university,Doctor,Hispanic,Male,52,92,4,1,Served,Jewish,No BA,Doctor,Hispanic,Female,52,32,3,0
A267Z2K6G2WVJK,417,Served,Jewish,Community college,Doctor,Black,Female,36,210,5,1,Did Not Serve,Evangelical protestant,Ivy League university,Doctor,Hispanic,Male,60,54,4,0
A267Z2K6G2WVJK,418,Did Not Serve,Catholic,State university,Farmer,Asian American,Male,75,210,2,0,Did Not Serve,Catholic,Small college,Farmer,White,Male,52,32,5,1
A267Z2K6G2WVJK,419,Did Not Serve,None,Community college,High school teacher,Native American,Female,36,54,5,1,Did Not Serve,Catholic,Ivy League university,Lawyer,Black,Male,60,92,3,0
A267Z2K6G2WVJK,420,Served,Mainline protestant,Community college,Doctor,Hispanic,Male,52,32,4,0,Served,Evangelical protestant,State university,Doctor,Native American,Female,75,92,5,1
A267Z2K6G2WVJK,421,Did Not Serve,Mormon,Community college,Car dealer,Hispanic,Male,68,32,5,0,Did Not Serve,Mainline protestant,Community college,Car dealer,White,Male,60,65,2,1
A26PVQXPVF93M0,248,Served,Catholic,Ivy League university,Lawyer,Black,Female,36,54,5,1,Did Not Serve,None,Ivy League university,Doctor,White,Female,36,54,4,0
A26PVQXPVF93M0,249,Did Not Serve,Evangelical protestant,Small college,Business owner,White,Female,45,65,4,1,Did Not Serve,Catholic,State university,Car dealer,Asian American,Male,68,65,4,0
A26PVQXPVF93M0,250,Served,Jewish,Community college,Car dealer,Black,Male,36,32,5,0,Served,Evangelical protestant,No BA,Doctor,Native American,Male,52,210,4,1
A26PVQXPVF93M0,251,Served,Catholic,No BA,High school teacher,Hispanic,Female,75,92,5,0,Did Not Serve,Mormon,Baptist college,Farmer,Black,Female,36,65,3,1
A26PVQXPVF93M0,252,Did Not Serve,None,Small college,Doctor,Asian American,Male,36,92,5,0,Served,Mainline protestant,Community college,Farmer,White,Male,52,65,4,1
A26UH6S3XID47B,477,Did Not Serve,Evangelical protestant,Ivy League university,High school teacher,White,Male,75,5100,5,1,Served,Mainline protestant,Ivy League university,Farmer,Caucasian,Female,36,5100,4,0
A26UH6S3XID47B,478,Served,Jewish,Community college,Farmer,Native American,Male,52,65,3,0,Did Not Serve,Evangelical protestant,Ivy League university,Farmer,Black,Female,36,5100,6,1
A26UH6S3XID47B,479,Did Not Serve,Catholic,State university,High school teacher,Asian American,Male,68,210,6,1,Did Not Serve,Mormon,Community college,Lawyer,Caucasian,Male,68,210,3,0
A26UH6S3XID47B,480,Served,Evangelical protestant,State university,High school teacher,Black,Female,75,65,6,1,Served,Jewish,No BA,Car dealer,Native American,Male,36,65,1,0
A26UH6S3XID47B,481,Served,None,No BA,Car dealer,White,Male,36,54,4,0,Served,Mormon,Ivy League university,High school teacher,White,Male,52,210,1,1
A27AEIRFEFR4US,1375,Did Not Serve,None,Community college,Farmer,White,Female,45,32,4,0,Served,None,Baptist college,Doctor,Black,Male,36,54,6,1
A27AEIRFEFR4US,1376,Did Not Serve,Mainline protestant,Ivy League university,Farmer,White,Female,52,65,4,0,Served,Mormon,Ivy League university,High school teacher,Caucasian,Female,60,92,6,1
A27AEIRFEFR4US,1377,Served,Mainline protestant,No BA,Car dealer,Black,Female,45,210,3,0,Did Not Serve,None,Ivy League university,Lawyer,Caucasian,Female,60,210,5,1
A27AEIRFEFR4US,1378,Served,Catholic,Ivy League university,Car dealer,Black,Female,75,54,5,1,Served,Jewish,Community college,Car dealer,Caucasian,Male,68,5100,3,0
A27AEIRFEFR4US,1379,Served,Jewish,Small college,Car dealer,Caucasian,Female,52,65,6,0,Did Not Serve,Mainline protestant,Small college,High school teacher,Caucasian,Male,60,65,2,1
A27AEIRFEFR4US,1380,Did Not Serve,Mainline protestant,State university,Car dealer,Black,Female,68,54,6,0,Did Not Serve,Jewish,Ivy League university,Doctor,Native American,Male,45,210,3,1
A27FVNQCF71TLI,800,Did Not Serve,Jewish,Ivy League university,Doctor,Caucasian,Male,52,54,5,0,Served,Jewish,Ivy League university,Lawyer,Black,Male,68,92,6,1
A27FVNQCF71TLI,801,Served,Jewish,Ivy League university,Farmer,Asian American,Female,68,65,3,1,Did Not Serve,Mormon,State university,Farmer,Black,Male,45,54,1,0
A27FVNQCF71TLI,802,Served,Catholic,No BA,High school teacher,Asian American,Female,45,32,4,1,Did Not Serve,Evangelical protestant,Ivy League university,Lawyer,Asian American,Male,60,54,3,0
A27FVNQCF71TLI,803,Served,Evangelical protestant,Baptist college,Farmer,Caucasian,Female,60,54,2,1,Served,Evangelical protestant,No BA,Car dealer,Native American,Female,36,92,1,0
A27FVNQCF71TLI,804,Served,Evangelical protestant,No BA,Farmer,White,Male,52,32,6,0,Served,None,Small college,Lawyer,Native American,Female,52,54,2,1
A27FVNQCF71TLI,805,Did Not Serve,Mormon,State university,High school teacher,Asian American,Male,75,210,2,0,Did Not Serve,Mainline protestant,Community college,Farmer,Asian American,Male,45,92,3,1
A288AP9SG4Y1VD,11,Did Not Serve,None,State university,High school teacher,Hispanic,Male,36,65,4,0,Served,Evangelical protestant,Ivy League university,Lawyer,Black,Male,36,92,5,1
A288AP9SG4Y1VD,12,Did Not Serve,None,State university,High school teacher,Caucasian,Female,75,32,2,0,Served,Mainline protestant,State university,High school teacher,Asian American,Female,36,92,,1
A288AP9SG4Y1VD,13,Served,Mainline protestant,Ivy League university,Car dealer,Hispanic,Female,36,54,1,0,Did Not Serve,Jewish,Small college,Lawyer,Hispanic,Male,68,92,4,1
A288AP9SG4Y1VD,14,Did Not Serve,None,Ivy League university,High school teacher,White,Female,52,5100,4,1,Served,Evangelical protestant,Community college,Farmer,Hispanic,Male,60,65,4,0
A288AP9SG4Y1VD,15,Did Not Serve,Catholic,Community college,Lawyer,Caucasian,Female,52,210,5,1,Did Not Serve,Catholic,No BA,High school teacher,Black,Female,75,92,3,0
A28FB28Q78G03T,669,Served,Mainline protestant,Baptist college,Doctor,Native American,Male,52,54,5,1,Did Not Serve,Jewish,Community college,Lawyer,Caucasian,Female,45,54,5,0
A28FB28Q78G03T,670,Served,Catholic,Ivy League university,Farmer,Caucasian,Female,52,92,5,1,Served,Mainline protestant,Ivy League university,Doctor,White,Female,75,5100,3,0
A28FB28Q78G03T,671,Did Not Serve,Jewish,No BA,Farmer,Asian American,Male,75,5100,5,0,Did Not Serve,Mainline protestant,State university,Lawyer,Caucasian,Male,60,210,3,1
A28FB28Q78G03T,672,Did Not Serve,Catholic,State university,Farmer,Native American,Male,75,54,5,0,Served,Catholic,State university,Doctor,Native American,Male,75,210,5,1
A28FB28Q78G03T,673,Served,Evangelical protestant,State university,Doctor,Black,Female,60,65,5,0,Served,Jewish,Baptist college,High school teacher,Black,Male,45,5100,1,1
A28FB28Q78G03T,674,Did Not Serve,Mainline protestant,Ivy League university,Business owner,Caucasian,Female,60,92,5,1,Did Not Serve,Jewish,Baptist college,Car dealer,White,Male,60,92,2,0
A28OR0DDYOT4XB,633,Did Not Serve,None,Baptist college,Doctor,Hispanic,Male,36,5100,2,0,Served,Mainline protestant,State university,Business owner,Black,Male,36,92,5,1
